unique_id,age,gender,bfi_e_mean,bfi_c_mean,bfi_n_mean,bfi_a_mean,bfi_o_mean,bfi_a2,bfi_a4,bfi_a5,bfi_a7,bfi_a9,bfi_c1,bfi_c3,bfi_c6,bfi_c7,bfi_c8,bfi_e1,bfi_e3,bfi_e4,bfi_e6,bfi_e8,bfi_n1,bfi_n3,bfi_n4,bfi_n6,bfi_n8,bfi_o1,bfi_o10,bfi_o2,bfi_o3,bfi_o4,bfi_o5,bfi_o6,bfi_o8,bfi_e2_rev,bfi_e5_rev,bfi_e7_rev,bfi_c2_rev,bfi_c4_rev,bfi_c5_rev,bfi_c9_rev,bfi_n2_rev,bfi_n5_rev,bfi_n7_rev,bfi_a1_rev,bfi_a3_rev,bfi_a6_rev,bfi_a8_rev,bfi_o7_rev,bfi_o9_rev,exclude_bfi_logical_scores,exclude_bfi_completeness,iat_mean1,iat_mean2,iat_SD,iat_D,exclude_iat_performance,exclude_iat_completeness,exclude_participant_without_iat,exclude_participant_without_bfi,exclude_unique_id_is.na,exclude_participant
449631,32,m,NA,NA,NA,3.4444444444444446,4.1,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,4,include,include,759.45,847.7875,430.84855682892635,0.20503143993372003,include,include,include,include,include,include
466546,29,f,2.625,4.777777777777778,2.25,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,2,3,4,4,3,2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,6,4,3,2,2,1,NA,NA,NA,NA,NA,NA,include,include,1356.625,895.0125,596.0353069364647,-0.7744717378784512,include,include,include,include,include,include
467663,21,f,NA,NA,NA,4.222222222222222,5.3,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,2,include,include,500.8,540.225,153.3217832176483,0.25713893468114807,include,exclude,include,include,include,exclude
469605,25,m,NA,NA,NA,4.222222222222222,4.3,4,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,3,5,2,include,include,719.75,666.45,548.9753355549035,-0.09708997207702308,include,include,include,include,include,include
478588,28,f,3.75,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,4,3,4,4,4,5,2,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3,3,4,3,5,NA,NA,NA,NA,NA,NA,include,include,726.05,737.1124999999998,330.2313592471982,0.033499241335584164,include,include,include,include,include,include
516095,33,f,2.25,4.333333333333333,4.375,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,3,3,3,1,5,5,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,3,1,1,4,1,NA,NA,NA,NA,NA,NA,include,include,576.55,545.5375,115.84128249934234,-0.26771544073828774,include,include,include,include,include,include
487509,19,f,NA,NA,NA,4.222222222222222,3.7,5,5,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,2,2,3,include,include,622.875,647.8625,222.235129223677,0.11243721947690068,include,include,include,include,include,include
488298,43,m,4.625,4.222222222222222,2.875,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,5,5,5,5,5,5,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,3,3,6,3,1,4,1,NA,NA,NA,NA,NA,NA,include,include,1016.325,1197.5124999999998,872.7081599784648,0.2076152238618587,include,include,include,include,include,include
499594,20,f,5,4.222222222222222,4.5,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,6,4,2,5,6,4,3,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,4,3,5,2,4,4,5,NA,NA,NA,NA,NA,NA,include,include,618.475,562.2375,223.89335634182092,-0.2511798515099373,include,include,include,include,include,include
510366,19,m,NA,NA,NA,NA,NA,NA,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,3,3,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,3,5,2,include,exclude,711.9,590.7,218.19944619390705,-0.5554551219726437,include,include,include,exclude,include,exclude
511349,45,m,NA,NA,NA,NA,NA,5,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,4,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,5,6,4,include,exclude,1570.5,788.4000000000002,867.4756228866148,-0.9015815307840942,include,include,include,exclude,include,exclude
519468,27,f,NA,NA,NA,4.666666666666667,4.6,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,4,5,4,include,include,561.275,604.975,212.05356449653533,0.20608000673676036,include,include,include,include,include,include
522741,46,m,5.625,4.111111111111111,2.5,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,5,6,4,5,6,6,2,4,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,2,2,5,2,2,1,2,NA,NA,NA,NA,NA,NA,include,include,731.3999999999999,691.0125000000002,318.9070611564788,-0.126643479932803,include,include,include,include,include,include
527128,26,f,4.625,4.111111111111111,2.375,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,6,5,5,6,6,2,3,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,3,3,3,1,2,1,NA,NA,NA,NA,NA,NA,include,include,604.75,590.275,185.9848371880502,-0.0778289252976267,include,include,include,include,include,include
539125,32,m,NA,NA,NA,5,4.5,6,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,3,6,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,5,4,2,4,include,include,945.4750000000001,779.3125,598.9749451136914,-0.27741143658097556,include,include,include,include,include,include
559109,58,f,4.25,5.333333333333333,1.875,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,4,4,6,6,3,1,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,3,5,6,2,1,1,NA,NA,NA,NA,NA,NA,include,include,922.35,799.0875,439.9373649555507,-0.2801819300173649,include,include,include,include,include,include
548429,19,m,NA,NA,NA,4.777777777777778,5.1,5,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,2,6,include,include,963.875,708.0750000000002,442.3483264880504,-0.5782773092663888,include,include,include,include,include,include
550775,17,m,3.875,3.6666666666666665,4.5,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,5,6,4,4,5,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,2,2,4,4,5,NA,NA,NA,NA,NA,NA,include,include,744.325,744.9875,298.3990541509931,0.0022201813001212697,include,include,include,include,include,include
555831,18,f,NA,NA,NA,3.7777777777777777,5.2,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,6,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,3,6,include,include,640.35,629.125,202.13266021336082,-0.055532836643773904,include,include,include,include,include,include
557720,36,m,4.375,5.777777777777778,2.75,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,5,6,6,4,1,5,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,6,6,5,5,2,2,2,NA,NA,NA,NA,NA,NA,include,include,699.925,597.6125,160.59888879202273,-0.6370685424386452,include,include,include,include,include,include
559640,28,m,3.5,5,2.625,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,4,3,2,5,6,4,3,5,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,5,5,4,4,2,1,1,NA,NA,NA,NA,NA,NA,include,include,1173.4,974.4375,682.4374628391047,-0.2915468608248264,include,include,include,include,include,include
568128,39,m,NA,NA,NA,5.666666666666667,5.2,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,4,6,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,5,6,6,include,include,724.7,755.1375000000002,459.8661021022805,0.06618774434744137,include,include,include,include,include,include
568742,21,f,NA,NA,NA,4.222222222222222,4.1,3,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,5,1,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,3,1,6,include,include,912.1749999999998,709.05,430.26192913278356,-0.472096149453449,include,include,include,include,include,include
575534,30,m,1.875,3.4444444444444446,2.875,NA,NA,NA,NA,NA,NA,NA,6,5,5,2,4,2,2,1,1,3,4,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,2,4,1,2,2,2,NA,NA,NA,NA,NA,NA,include,include,1247.55,1024.7874999999997,597.7385589067528,-0.37267547271406865,include,include,include,include,include,include
578307,22,m,NA,NA,NA,5.333333333333333,4.7,6,6,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,6,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,3,4,include,include,857.85,894.2222222222222,245.98602998555003,0.14786295882070524,include,exclude,include,include,include,exclude
581474,22,f,2.875,5.222222222222222,2.5,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,6,4,2,1,5,4,3,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,6,6,3,3,2,1,2,NA,NA,NA,NA,NA,NA,include,include,717,738.775,331.1443612009452,0.06575681953643915,include,include,include,include,include,include
593293,29,f,NA,NA,NA,4.777777777777778,5.6,5,6,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,3,5,6,include,include,998.95,809.5625,494.5410366236172,-0.38295608650195423,include,include,include,include,include,include
593817,22,f,4.375,5.111111111111111,3.875,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,6,5,5,5,5,5,4,6,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,3,5,4,3,2,3,NA,NA,NA,NA,NA,NA,include,include,1650.875,1449.6500000000003,1785.873079149785,-0.11267598036462842,include,include,include,include,include,include
597411,53,f,NA,NA,NA,5.111111111111111,5.4,6,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,4,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,1,6,6,include,include,953.275,794.725,419.33401905618757,-0.3780995406880057,include,include,include,include,include,include
627581,23,f,NA,NA,NA,4.333333333333333,5.1,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,6,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,4,5,4,include,include,695.675,806.3125,434.9246381804076,0.2543831512118368,include,include,include,include,include,include
628624,21,f,3.875,5.777777777777778,1.75,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,5,5,1,5,1,1,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,6,6,5,5,1,2,1,NA,NA,NA,NA,NA,NA,include,include,604,648.575,286.3076204039993,0.15568918472062226,include,include,include,include,include,include
629563,42,m,NA,NA,NA,3.888888888888889,3.1,6,4,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,1,4,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,4,3,2,include,include,509,408.46250000000015,382.43374693967496,-0.2628886723635784,exclude,include,include,include,include,exclude
630625,28,f,NA,NA,NA,4.222222222222222,4.7,4,4,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,3,4,6,2,include,include,930.625,807.2375,397.1980089306413,-0.3106448099581133,include,exclude,include,include,include,exclude
643556,27,f,4.375,3.111111111111111,3.125,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,5,5,4,5,6,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,include,include,682.925,696.2875,372.38839246939267,0.035883234467622024,include,include,include,include,include,include
645951,20,f,3.5,5.222222222222222,4.25,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,5,5,5,5,4,4,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,5,5,4,2,3,3,NA,NA,NA,NA,NA,NA,include,include,901.675,655.6625,378.7371837326469,-0.6495599338185443,include,include,include,include,include,include
648762,19,f,4.625,5.333333333333333,3.5,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,5,5,5,5,4,5,2,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,5,5,5,3,2,2,NA,NA,NA,NA,NA,NA,include,include,719.05,646.9375,452.77011924634894,-0.15926956513833915,include,include,include,include,include,include
652654,29,m,NA,NA,NA,NA,NA,5,6,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,2,4,include,exclude,888.9,744.025,360.053473697406,-0.40237078818396566,include,include,include,exclude,include,exclude
662985,15,f,4,5,2.625,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,5,5,6,5,4,4,1,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,5,3,6,3,3,2,2,NA,NA,NA,NA,NA,NA,include,include,594.325,587.3625,194.178553512631,-0.03585617399064203,include,include,include,include,include,include
659647,51,f,3.75,2.3333333333333335,3.75,NA,NA,NA,NA,NA,NA,NA,5,3,1,2,5,4,3,5,4,5,2,5,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,1,1,1,5,3,2,NA,NA,NA,NA,NA,NA,include,include,790.475,772.1625,300.3701563276966,-0.06096644295121485,include,include,include,include,include,include
669471,26,m,NA,NA,NA,3.7777777777777777,3.6,4,6,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,2,3,3,3,include,include,1189.825,885.3375,423.40350330464224,-0.7191426089380248,include,include,include,include,include,include
201268,NA,NA,NA,NA,NA,4.222222222222222,4.7,4,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,6,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,1,5,include,include,1053.7750000000003,659.9125,441.05251502332834,-0.8930059042496741,include,include,include,include,include,include
196719,NA,NA,5.25,3.4444444444444446,3.5,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,4,6,6,6,6,6,6,5,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,6,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,include,include,680.1,830.075,1043.2188276718182,0.14376178422191976,include,include,include,include,include,include
194849,NA,NA,4.75,3.888888888888889,3.875,NA,NA,NA,NA,NA,NA,NA,6,6,4,5,5,6,5,5,6,5,3,5,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,2,3,2,4,3,2,NA,NA,NA,NA,NA,NA,include,include,742.575,726.3875,229.38061222803123,-0.07057048040271044,include,include,include,include,include,include
193446,NA,NA,3.875,5.333333333333333,2.375,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,5,2,5,6,6,4,2,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,6,5,6,3,2,2,2,NA,NA,NA,NA,NA,NA,include,include,1185.05,903.7625,596.8952438601409,-0.4712510325612657,include,include,include,include,include,include
193083,NA,NA,3.375,4.222222222222222,1.875,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,4,4,4,3,3,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,6,2,3,2,1,2,NA,NA,NA,NA,NA,NA,include,include,709.1499999999999,631.3125,192.73556996561894,-0.4038564340452822,include,include,include,include,include,include
186334,NA,NA,3.375,3.6666666666666665,3.5,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,4,4,2,4,4,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,3,3,2,3,4,3,NA,NA,NA,NA,NA,NA,include,include,580.9,530.7625,208.0870843273689,-0.24094479559876048,include,include,include,include,include,include
181481,NA,NA,NA,NA,NA,4.444444444444445,3.5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,4,4,3,include,include,691.075,596.6125,199.40716337865763,-0.47371668298908426,include,include,include,include,include,include
180366,NA,NA,NA,NA,NA,5,4.4,5,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,4,6,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,2,4,6,include,include,1392.775,849.5374999999999,634.9842872843699,-0.8555132951765749,include,include,include,include,include,include
179098,NA,NA,NA,NA,NA,4,5,4,5,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,6,3,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,5,6,5,exclude,include,734.35,727.1125,335.4189895182021,-0.021577490321570813,include,include,include,include,include,exclude
175558,NA,NA,4.25,3.3333333333333335,3.25,NA,NA,NA,NA,NA,NA,NA,5,3,3,4,6,6,3,5,5,5,1,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,2,3,2,3,2,2,NA,NA,NA,NA,NA,NA,include,include,983.625,866.4375,453.0089690617838,-0.25868693117203456,include,include,include,include,include,include
173471,NA,NA,NA,NA,NA,4.333333333333333,5,4,5,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,3,5,5,include,include,711.975,696.3875,240.1566919631387,-0.06490554093072068,include,include,include,include,include,include
173044,NA,NA,NA,NA,NA,4.222222222222222,5.9,6,5,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,6,6,include,include,819.725,681.4,512.0460193970774,-0.270141734844213,include,include,include,include,include,include
170731,NA,NA,NA,NA,NA,4.777777777777778,5.5,6,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,6,5,5,include,include,1038.675,958.9125,540.4819977723276,-0.14757660815485485,include,include,include,include,include,include
164811,NA,NA,NA,NA,NA,4.111111111111111,5.3,4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,6,3,4,6,include,include,1082.4249999999997,813.4749999999999,769.8935816727143,-0.34933399420691863,include,include,include,include,include,include
164203,NA,NA,3.75,4.777777777777778,2.375,NA,NA,NA,NA,NA,NA,NA,3,6,6,5,6,2,5,4,5,6,4,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,6,6,1,4,1,1,1,NA,NA,NA,NA,NA,NA,include,include,816.825,781.725,428.90994652361564,-0.08183536027665292,include,include,include,include,include,include
163143,NA,NA,NA,NA,NA,4.333333333333333,2.3,4,5,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,4,5,2,1,include,include,755.725,612.9875,178.71204637127093,-0.7987010551234223,include,include,include,include,include,include
162402,NA,NA,NA,NA,NA,NA,NA,5,6,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,6,4,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,5,NA,include,exclude,2024.3499999999997,1258.9375,1402.0780985122512,-0.5459128851753557,include,include,include,exclude,include,exclude
214776,48,m,3.875,4.222222222222222,2.375,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,3,4,3,5,4,5,2,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,2,3,4,2,1,1,NA,NA,NA,NA,NA,NA,include,include,1492.5,1035.3875,670.5676887086463,-0.6816798776575259,include,include,include,include,include,include
233700,36,m,NA,NA,NA,3.4444444444444446,5.1,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,6,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,5,4,include,include,1478.45,1544.6750000000002,3781.5629341860867,0.017512600253538787,include,include,include,include,include,include
246726,23,f,NA,NA,NA,5.555555555555555,4.1,5,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,4,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,3,3,include,include,657.075,662.2,258.8694553012294,0.019797623454788724,include,include,include,include,include,include
298159,29,m,4.5,4.333333333333333,2.5,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,4,4,6,5,6,2,1,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6,6,3,4,3,3,1,2,NA,NA,NA,NA,NA,NA,include,include,1314.7,943.1999999999999,743.2195908505707,-0.499852270544753,include,include,include,include,include,include
343463,41,f,NA,NA,NA,4.555555555555555,4.6,5,4,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,5,3,5,include,include,579.925,579.8375,214.80430544068318,-4.073475148482991e-4,include,include,include,include,include,include
343750,27,m,NA,NA,NA,4.333333333333333,4.4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,2,4,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,4,3,5,include,include,780.025,669.35,266.3868103023895,-0.415467266845408,include,include,include,include,include,include
348917,31,f,NA,NA,NA,5.444444444444445,5.3,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,4,6,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,5,6,6,include,include,898.275,743.9500000000002,380.83570854734967,-0.40522723194380406,include,include,include,include,include,include
350255,26,m,NA,NA,NA,4.666666666666667,4.2,5,6,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,4,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,6,6,3,include,include,910.05,874.25,362.72926643474915,-0.09869619937722882,include,include,include,include,include,include
353512,42,m,NA,NA,NA,5,6,6,4,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,6,6,include,include,1232.55,924.0625,578.762063356257,-0.5330126480838645,include,include,include,include,include,include
360521,29,m,NA,NA,NA,4.777777777777778,4.8,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,6,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,5,3,include,include,1110.9,837.8125,348.3999680612758,-0.7838333095138805,include,include,include,include,include,include
450960,38,f,4.125,4.555555555555555,2.625,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,6,4,5,5,5,5,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,4,3,3,2,2,NA,NA,NA,NA,NA,NA,include,include,950.425,945.925,230.59756725778811,-0.019514516365081117,include,include,include,include,include,include
453001,20,m,NA,NA,NA,5.555555555555555,5,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,4,6,2,include,include,756.2,761.2250000000001,363.4095971409087,0.013827372858432501,include,include,include,include,include,include
455618,25,f,2.25,3.6666666666666665,4.125,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,2,3,4,6,1,1,3,6,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,6,6,1,4,1,6,NA,NA,NA,NA,NA,NA,include,include,1030,690.55,418.5540054308223,-0.8110064545926406,include,include,include,include,include,include
462128,44,f,4,3.888888888888889,3.125,NA,NA,NA,NA,NA,NA,NA,5,6,3,5,5,5,1,4,5,5,2,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,3,3,3,2,3,2,1,NA,NA,NA,NA,NA,NA,include,include,983.525,1006.9375,460.54162365072494,0.050836881614323044,include,include,include,include,include,include
526620,20,f,3.75,5.444444444444445,2.125,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,3,5,5,5,5,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,5,6,6,5,2,2,4,NA,NA,NA,NA,NA,NA,include,include,1133.75,856.4375,600.8925792574931,-0.46150095636505883,include,include,include,include,include,include
548565,23,f,NA,NA,NA,4.888888888888889,4.2,6,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,3,5,include,include,686.375,775.125,371.6958387830398,0.23877049657207408,include,include,include,include,include,include
